uid,bid,click,buy,fav,cart,diff_day,normalization
12154500,28425,1,0,0,0,4,0.023255813953488372
12154500,4327,8,0,0,0,21,0.18604651162790697
12154500,6635,1,0,0,0,4,0.023255813953488372
12154500,28184,2,0,0,0,15,0.046511627906976744
12154500,5470,14,0,0,0,11,0.32558139534883723
1620500,14887,6,0,0,0,15,0.13953488372093023
4716750,25318,1,1,0,0,30,0.046511627906976744
4844000,10329,1,0,0,0,17,0.023255813953488372
4844000,21092,1,0,0,0,21,0.023255813953488372
4844000,24835,1,0,0,0,26,0.023255813953488372
4844000,192,1,0,0,0,8,0.023255813953488372
4844000,27396,7,1,0,0,17,0.18604651162790697
4844000,10596,1,0,0,0,8,0.023255813953488372
4844000,8277,1,0,0,0,17,0.023255813953488372
4844000,26114,2,0,0,0,17,0.046511627906976744
4844000,23781,1,0,0,0,14,0.023255813953488372
4844000,19924,1,0,0,0,30,0.023255813953488372
4844000,26722,1,0,0,0,14,0.023255813953488372
4844000,27779,1,0,0,0,30,0.023255813953488372
4844000,3555,1,0,0,0,17,0.023255813953488372
5654000,25840,1,0,0,0,14,0.023255813953488372
5654000,528,5,1,0,0,8,0.13953488372093023
5654000,6191,1,0,0,0,3,0.023255813953488372
5654000,22505,1,0,0,0,25,0.023255813953488372
5654000,23861,6,1,0,0,11,0.16279069767441862
5654000,11026,1,0,0,0,17,0.023255813953488372
5654000,26722,1,0,0,0,24,0.023255813953488372
5654000,21869,1,0,0,0,18,0.023255813953488372
5654000,10247,3,0,0,0,8,0.06976744186046512
5654000,1903,1,0,0,0,7,0.023255813953488372
5654000,26114,1,0,0,0,17,0.023255813953488372
5654000,21110,2,0,0,0,5,0.046511627906976744
5654000,4571,1,0,0,0,10,0.023255813953488372
5654000,12886,3,0,0,0,30,0.06976744186046512
5654000,27927,1,0,0,0,29,0.023255813953488372
5654000,10329,1,0,0,0,15,0.023255813953488372
5654000,11080,4,0,0,0,3,0.09302325581395349
5735000,5845,1,0,0,0,20,0.023255813953488372
5735000,2319,1,0,0,0,22,0.023255813953488372
5735000,24457,1,0,0,0,24,0.023255813953488372
5735000,14242,1,0,0,0,18,0.023255813953488372
5735000,2739,1,0,0,0,29,0.023255813953488372
5735000,13070,1,0,0,0,18,0.023255813953488372
5735000,7868,1,0,0,0,24,0.023255813953488372
5735000,15352,1,0,0,0,20,0.023255813953488372
5735000,27448,2,0,0,0,21,0.046511627906976744
5735000,16464,1,0,0,0,18,0.023255813953488372
5735000,18824,1,0,0,0,20,0.023255813953488372
5735000,24763,2,0,0,0,21,0.046511627906976744
5735000,11080,1,0,0,0,5,0.023255813953488372
5735000,5470,1,0,0,0,11,0.023255813953488372
5780000,22393,1,0,0,0,3,0.023255813953488372
5780000,5094,14,0,0,0,22,0.32558139534883723
5780000,7682,1,0,0,0,5,0.023255813953488372
5780000,2655,1,0,0,0,24,0.023255813953488372
5780000,2722,1,0,0,0,5,0.023255813953488372
5780000,23781,5,1,0,0,14,0.13953488372093023
5780000,25386,4,0,0,0,3,0.09302325581395349
5780000,16529,12,0,0,0,3,0.27906976744186046
5780000,18736,1,0,0,0,6,0.023255813953488372
5780000,18712,1,0,0,0,28,0.023255813953488372
5780000,4270,2,0,0,0,9,0.046511627906976744
5780000,7868,2,0,0,0,16,0.046511627906976744
5780000,24064,1,0,0,0,11,0.023255813953488372
5780000,539,8,1,0,0,20,0.20930232558139536
5780000,24541,1,0,0,0,10,0.023255813953488372
5780000,23971,1,0,0,0,13,0.023255813953488372
5780000,749,3,0,0,0,1,0.06976744186046512
5780000,4520,1,0,0,0,21,0.023255813953488372
5780000,21092,19,1,0,0,3,0.46511627906976744
5780000,21533,1,0,0,0,2,0.023255813953488372
5780000,20800,1,0,0,0,23,0.023255813953488372
5780000,5740,2,0,0,0,11,0.046511627906976744
5780000,347,1,0,0,0,13,0.023255813953488372
5780000,27888,2,0,0,0,11,0.046511627906976744
5780000,17088,1,0,0,0,11,0.023255813953488372
5780000,21844,1,0,0,0,7,0.023255813953488372
5780000,18271,1,0,0,0,28,0.023255813953488372
5780000,14261,1,0,0,0,17,0.023255813953488372
5780000,21071,7,1,0,0,3,0.18604651162790697
5780000,21865,2,0,0,0,1,0.046511627906976744
5780000,17214,15,1,0,0,14,0.37209302325581395
5780000,10176,3,0,0,0,4,0.06976744186046512
5780000,26737,1,0,0,0,24,0.023255813953488372
5780000,6569,3,0,0,0,10,0.06976744186046512
5780000,7208,2,0,0,0,19,0.046511627906976744
5780000,24986,2,0,0,0,25,0.046511627906976744
5780000,25526,1,0,0,0,16,0.023255813953488372
5780000,21336,3,0,0,0,13,0.06976744186046512
5780000,7061,4,0,0,0,13,0.09302325581395349
5780000,18522,2,0,0,0,5,0.046511627906976744
5780000,17470,2,0,0,0,8,0.046511627906976744
5780000,18515,14,1,0,0,13,0.3488372093023256
5780000,4571,2,0,0,0,10,0.046511627906976744
5780000,22168,2,0,0,0,9,0.046511627906976744
5780000,11851,1,0,0,0,11,0.023255813953488372
5780000,11328,1,0,0,0,11,0.023255813953488372
5780000,19309,2,0,0,0,1,0.046511627906976744
5780000,7133,3,0,0,0,17,0.06976744186046512
5780000,17328,1,0,0,0,26,0.023255813953488372
5780000,13460,1,0,0,0,18,0.023255813953488372
5780000,14917,1,0,0,0,13,0.023255813953488372
5780000,7037,3,1,0,0,18,0.09302325581395349
5780000,4846,1,0,0,0,11,0.023255813953488372
5780000,8313,19,0,0,0,5,0.4418604651162791
5780000,7560,1,0,0,0,18,0.023255813953488372
5780000,23549,1,0,0,0,19,0.023255813953488372
5780000,1461,4,1,0,0,26,0.11627906976744186
5780000,11679,1,0,0,0,14,0.023255813953488372
5780000,5157,2,1,0,0,28,0.06976744186046512
5780000,28917,1,0,0,0,3,0.023255813953488372
5780000,18868,1,0,0,0,9,0.023255813953488372
5780000,15320,1,0,0,0,15,0.023255813953488372
5780000,16305,1,0,0,0,10,0.023255813953488372
5780000,5848,1,0,0,0,10,0.023255813953488372
5780000,11176,1,0,0,0,4,0.023255813953488372
5780000,10329,1,0,0,0,15,0.023255813953488372
5780000,21979,3,1,0,0,17,0.09302325581395349
5780000,23861,2,0,0,0,11,0.046511627906976744
5780000,17657,3,0,0,0,9,0.06976744186046512
5780000,14450,5,0,0,0,13,0.11627906976744186
5780000,15785,1,0,0,0,25,0.023255813953488372
5780000,28411,1,0,0,0,15,0.023255813953488372
5780000,28181,1,0,0,0,2,0.023255813953488372
5780000,16540,1,0,0,0,25,0.023255813953488372
5780000,6431,1,0,0,0,15,0.023255813953488372
5780000,21796,1,0,0,0,17,0.023255813953488372
5780000,23192,1,0,0,0,13,0.023255813953488372
5780000,25830,11,0,0,0,21,0.2558139534883721
5780000,13569,1,0,0,0,20,0.023255813953488372
5780000,17119,1,0,0,0,18,0.023255813953488372
5780000,11329,1,0,0,0,3,0.023255813953488372
5780000,17959,1,0,0,0,13,0.023255813953488372
5780000,21094,2,0,0,0,3,0.046511627906976744
5780000,3369,1,0,0,0,11,0.023255813953488372
5780000,4758,1,0,0,0,16,0.023255813953488372
5780000,14400,1,0,0,0,3,0.023255813953488372
5780000,11687,1,0,0,0,24,0.023255813953488372
5780000,10928,1,0,0,0,3,0.023255813953488372
5780000,4644,1,0,0,0,14,0.023255813953488372
5780000,262,21,0,0,0,2,0.4883720930232558
5780000,27441,1,0,0,0,21,0.023255813953488372
5780000,5705,7,0,0,0,5,0.16279069767441862
5780000,26308,12,0,0,0,10,0.27906976744186046
5780000,28653,1,0,0,0,7,0.023255813953488372
5780000,16644,1,0,0,0,21,0.023255813953488372
5780000,22731,1,0,0,0,8,0.023255813953488372
5780000,1773,1,0,0,0,10,0.023255813953488372
5780000,24306,1,0,0,0,9,0.023255813953488372
5780000,29269,1,0,0,0,5,0.023255813953488372
5780000,8439,1,0,0,0,19,0.023255813953488372
5780000,14780,1,0,0,0,27,0.023255813953488372
5780000,1713,1,0,0,0,18,0.023255813953488372
5780000,29224,2,1,0,0,4,0.06976744186046512
5780000,12865,3,0,0,0,17,0.06976744186046512
5780000,27117,2,0,0,0,27,0.046511627906976744
5780000,25380,1,0,0,0,3,0.023255813953488372
6061250,20622,1,0,0,0,11,0.023255813953488372
6061250,18805,1,0,0,0,18,0.023255813953488372
6061250,19951,2,0,0,0,10,0.046511627906976744
6061250,14119,1,0,0,0,28,0.023255813953488372
6061250,27509,3,0,0,0,14,0.06976744186046512
6061250,4949,5,0,0,0,4,0.11627906976744186
6061250,29547,1,0,0,0,10,0.023255813953488372
6061250,2739,1,0,0,0,2,0.023255813953488372
6061250,14261,23,0,0,0,2,0.5348837209302325
6061250,11176,2,1,0,0,4,0.06976744186046512
6061250,949,1,0,0,0,14,0.023255813953488372
6061250,20668,2,0,0,0,4,0.046511627906976744
6061250,21390,1,0,0,0,10,0.023255813953488372
6061250,16663,1,0,0,0,15,0.023255813953488372
6061250,13020,1,0,0,0,7,0.023255813953488372
6061250,19177,2,0,0,0,11,0.046511627906976744
6061250,23214,1,0,0,0,15,0.023255813953488372
6061250,26754,1,0,0,0,11,0.023255813953488372
6061250,21454,1,0,0,0,15,0.023255813953488372
6061250,11604,1,0,0,0,2,0.023255813953488372
6061250,26737,1,0,0,0,24,0.023255813953488372
6061250,25488,3,0,0,0,2,0.06976744186046512
6061250,4039,1,0,0,0,18,0.023255813953488372
6061250,15018,1,0,0,0,6,0.023255813953488372
6061250,16918,1,0,0,0,15,0.023255813953488372
6061250,19466,4,0,0,0,15,0.09302325581395349
6061250,27927,6,0,0,0,29,0.13953488372093023
6061250,10329,5,0,0,0,4,0.11627906976744186
6061250,9312,1,0,0,0,15,0.023255813953488372
6061250,22524,1,0,0,0,19,0.023255813953488372
6061250,16578,1,0,0,0,16,0.023255813953488372
6061250,29203,16,1,0,0,10,0.3953488372093023
6061250,12938,1,0,0,0,16,0.023255813953488372
6061250,26332,2,0,0,0,6,0.046511627906976744
6061250,25177,5,0,0,0,23,0.11627906976744186
6061250,679,25,0,0,0,2,0.5813953488372093
7860250,24746,1,0,0,0,16,0.023255813953488372
8170750,21548,2,0,0,0,2,0.046511627906976744
8170750,23143,1,0,0,0,2,0.023255813953488372
8170750,19217,1,0,0,0,1,0.023255813953488372
8170750,2826,1,0,0,0,2,0.023255813953488372
8861500,29377,4,0,0,0,2,0.09302325581395349
8861500,12284,2,0,0,0,21,0.046511627906976744
8869250,11203,9,0,0,0,1,0.20930232558139536
8869250,29344,1,0,0,0,4,0.023255813953488372
8869250,8689,4,0,0,0,3,0.09302325581395349
8869250,26402,1,0,0,0,23,0.023255813953488372
8869250,143,1,0,0,0,2,0.023255813953488372
10224750,10480,1,0,0,0,26,0.023255813953488372
10224750,21865,1,0,0,0,13,0.023255813953488372
10224750,25863,1,0,0,0,26,0.023255813953488372
10224750,29197,1,0,0,0,26,0.023255813953488372
10224750,21110,2,0,0,0,26,0.046511627906976744
10224750,25526,4,0,0,0,17,0.09302325581395349
10224750,21702,1,0,0,0,26,0.023255813953488372
10224750,24977,1,0,0,0,17,0.023255813953488372
10224750,9549,5,0,0,0,26,0.11627906976744186
10224750,2740,1,0,0,0,16,0.023255813953488372
10224750,1481,4,2,0,0,17,0.13953488372093023
10229250,21593,1,1,0,0,18,0.046511627906976744
10229250,29383,1,0,0,0,30,0.023255813953488372
10229250,2865,4,0,0,0,26,0.09302325581395349
10229250,18289,1,1,0,0,4,0.046511627906976744
10229250,28484,1,0,0,0,10,0.023255813953488372
10229250,29095,4,0,0,0,9,0.09302325581395349
10229250,24022,1,0,0,0,30,0.023255813953488372
10229250,6792,1,0,0,0,10,0.023255813953488372
10229250,15535,1,0,0,0,30,0.023255813953488372
10229250,8689,1,0,0,0,19,0.023255813953488372
10229250,23475,1,0,0,0,17,0.023255813953488372
10229250,3627,4,0,0,0,3,0.09302325581395349
10229250,27196,2,0,0,0,11,0.046511627906976744
10229250,11016,1,0,0,0,27,0.023255813953488372
10229250,11767,1,0,0,0,12,0.023255813953488372
10229250,15258,1,0,0,0,24,0.023255813953488372
10229250,19149,1,0,0,0,6,0.023255813953488372
10229250,11176,1,0,0,0,16,0.023255813953488372
10229250,18072,2,0,0,0,14,0.046511627906976744
10229250,28653,5,0,0,0,1,0.11627906976744186
10229250,15019,2,0,0,0,8,0.046511627906976744
10229250,11670,1,0,0,0,25,0.023255813953488372
10302500,1903,1,0,0,0,7,0.023255813953488372
10302500,4953,1,0,0,0,18,0.023255813953488372
10302500,27897,4,0,0,0,11,0.09302325581395349
10302500,20094,1,0,0,0,1,0.023255813953488372
10302500,6630,13,2,0,0,23,0.3488372093023256
10302500,22240,1,0,0,0,1,0.023255813953488372
10302500,679,1,0,0,0,27,0.023255813953488372
10302500,14794,1,0,0,0,18,0.023255813953488372
1110750,16762,1,0,0,0,8,0.023255813953488372
1110750,28466,2,0,0,0,6,0.046511627906976744
12015000,8024,6,0,0,0,25,0.13953488372093023
12015000,27028,11,0,0,0,21,0.2558139534883721
12015000,1903,2,0,0,0,16,0.046511627906976744
12015000,27467,1,0,0,0,17,0.023255813953488372
12015000,2826,1,0,0,0,28,0.023255813953488372
12015000,19699,1,0,0,0,16,0.023255813953488372
12015000,5267,3,0,0,0,17,0.06976744186046512
12015000,21838,2,0,0,0,8,0.046511627906976744
12015000,16463,1,0,0,0,28,0.023255813953488372
12015000,19881,2,0,0,0,8,0.046511627906976744
12015000,7552,2,0,0,0,16,0.046511627906976744
12173500,1237,1,0,0,0,20,0.023255813953488372
12173500,29287,17,0,0,0,8,0.3953488372093023
12173500,554,76,13,0,0,10,1.0
12173500,3627,0,3,0,0,10,0.033707865168539325
12173500,8510,1,0,0,0,14,0.011235955056179775
12173500,18167,1,0,0,0,16,0.011235955056179775
12173500,15534,2,1,0,0,16,0.033707865168539325
12173500,9817,4,0,0,0,14,0.0449438202247191
12173500,16331,3,0,0,0,26,0.033707865168539325
12173500,15405,13,4,0,0,10,0.19101123595505617
12173500,28184,7,3,0,0,8,0.11235955056179775
12388250,18712,2,0,0,0,18,0.02247191011235955
12388250,25345,2,0,0,0,17,0.02247191011235955
12388250,1539,6,1,0,0,18,0.07865168539325842
12388250,11176,1,0,0,0,16,0.011235955056179775
12388250,16348,2,0,0,0,27,0.02247191011235955
12388250,28391,27,1,0,0,6,0.3146067415730337
12388250,9030,1,0,0,0,27,0.011235955056179775
12388250,8149,1,0,0,0,6,0.011235955056179775
12388250,2919,1,0,0,0,27,0.011235955056179775
12388250,749,1,0,0,0,27,0.011235955056179775
12388250,1014,1,0,0,0,16,0.011235955056179775
12388250,15073,1,0,0,0,27,0.011235955056179775
12388250,18730,1,0,0,0,6,0.011235955056179775
12388250,6163,1,0,0,0,21,0.011235955056179775
12388250,27501,1,0,0,0,22,0.011235955056179775
12388250,13450,1,0,0,0,23,0.011235955056179775
12388250,9549,1,0,0,0,16,0.011235955056179775
12388250,8327,1,0,0,0,16,0.011235955056179775
12388250,8662,2,0,0,0,16,0.02247191011235955
1971500,27791,2,1,0,0,25,0.033707865168539325
1971500,21715,22,1,0,0,11,0.25842696629213485
1971500,4783,1,0,0,0,17,0.011235955056179775
1971500,18712,23,0,0,0,18,0.25842696629213485
1971500,19405,1,0,0,0,25,0.011235955056179775
1971500,1739,2,0,0,0,25,0.02247191011235955
1971500,14415,5,1,0,0,1,0.06741573033707865
1971500,12285,2,0,0,0,22,0.02247191011235955
1971500,18024,1,0,0,0,11,0.011235955056179775
1971500,13701,1,0,0,0,29,0.011235955056179775
1971500,8257,1,0,0,0,22,0.011235955056179775
1971500,27927,2,0,0,0,29,0.02247191011235955
1971500,1254,1,0,0,0,18,0.011235955056179775
1971500,19421,3,0,0,0,1,0.033707865168539325
1971500,19095,1,0,0,0,29,0.011235955056179775
1971500,24385,1,0,0,0,25,0.011235955056179775
1971500,7654,10,1,0,0,9,0.12359550561797752
1971500,19466,1,0,0,0,15,0.011235955056179775
1971500,22371,1,0,0,0,24,0.011235955056179775
1971500,14902,1,0,0,0,4,0.011235955056179775
1971500,29083,2,0,0,0,18,0.02247191011235955
1971500,11329,1,0,0,0,3,0.011235955056179775
1971500,18583,1,0,0,0,30,0.011235955056179775
1971500,24747,3,0,0,0,15,0.033707865168539325
1971500,26860,5,1,0,0,1,0.06741573033707865
1971500,21092,1,0,0,0,21,0.011235955056179775
1971500,14154,2,0,0,0,18,0.02247191011235955
1971500,13179,1,0,0,0,28,0.011235955056179775
1971500,25366,1,0,0,0,21,0.011235955056179775
1971500,16276,1,0,0,0,10,0.011235955056179775
1971500,8277,1,0,0,0,17,0.011235955056179775
1971500,11864,1,0,0,0,29,0.011235955056179775
1971500,5834,1,0,0,0,13,0.011235955056179775
1971500,6148,2,0,0,0,25,0.02247191011235955
1971500,25086,1,0,0,0,29,0.011235955056179775
1971500,8261,1,0,0,0,17,0.011235955056179775
1971500,19021,2,0,0,0,24,0.02247191011235955
1971500,23331,1,0,0,0,3,0.011235955056179775
1971500,27035,1,0,0,0,30,0.011235955056179775
1971500,25329,54,3,0,0,7,0.6404494382022472
1971500,23019,3,0,0,0,20,0.033707865168539325
1971500,12910,1,0,0,0,25,0.011235955056179775
1971500,8385,2,0,0,0,26,0.02247191011235955
1971500,8637,1,0,0,0,3,0.011235955056179775
1971500,7096,22,2,0,0,2,0.2696629213483146
1971500,21952,2,0,0,0,1,0.02247191011235955
1971500,20846,1,0,0,0,18,0.011235955056179775
1971500,7975,1,0,0,0,25,0.011235955056179775
1971500,18672,2,0,0,0,17,0.02247191011235955
1971500,19217,1,0,0,0,1,0.011235955056179775
1971500,18353,2,0,0,0,25,0.02247191011235955
1971500,3151,2,1,0,0,21,0.033707865168539325
1971500,19166,11,1,0,0,10,0.1348314606741573
1971500,24070,11,1,0,0,1,0.1348314606741573
1971500,527,3,0,0,0,21,0.033707865168539325
1971500,11127,1,0,0,0,3,0.011235955056179775
2626250,5697,1,0,0,0,24,0.011235955056179775
2626250,6918,2,0,0,0,4,0.02247191011235955
2626250,17290,1,0,0,0,23,0.011235955056179775
2626250,20206,0,1,0,0,11,0.011235955056179775
2626250,28230,3,0,1,0,12,0.033707865168539325
2626250,7868,1,0,0,0,23,0.011235955056179775
2626250,4351,4,0,0,0,12,0.0449438202247191
3963750,13020,6,1,0,0,23,0.07865168539325842
3963750,14020,6,0,0,0,27,0.06741573033707865
3963750,967,1,0,0,0,22,0.011235955056179775
3963750,11176,7,0,0,0,1,0.07865168539325842
3963750,16109,3,0,0,0,16,0.033707865168539325
3963750,4949,2,0,0,0,1,0.02247191011235955
3963750,19421,5,0,0,0,17,0.056179775280898875
3963750,10329,1,0,0,0,17,0.011235955056179775
3963750,2099,1,0,0,0,17,0.011235955056179775
3963750,7356,1,0,0,0,17,0.011235955056179775
3963750,7096,10,1,0,0,24,0.12359550561797752
3963750,7822,1,0,0,0,1,0.011235955056179775
3963750,9542,1,0,0,0,28,0.011235955056179775
3963750,23475,4,1,0,0,16,0.056179775280898875
3963750,5014,1,0,0,0,28,0.011235955056179775
3963750,20279,1,0,0,0,23,0.011235955056179775
3963750,21067,1,0,0,0,17,0.011235955056179775
434750,20411,1,0,0,0,25,0.011235955056179775
434750,24332,1,0,0,0,23,0.011235955056179775
434750,5310,1,0,0,0,24,0.011235955056179775
434750,4571,1,0,0,0,23,0.011235955056179775
434750,8850,3,0,0,0,25,0.033707865168539325
434750,6542,2,0,0,0,25,0.02247191011235955
434750,27511,9,2,0,0,25,0.12359550561797752
434750,2669,1,0,0,0,25,0.011235955056179775
434750,15315,1,0,0,0,28,0.011235955056179775
434750,27458,11,0,0,0,25,0.12359550561797752
434750,25086,4,0,0,0,27,0.0449438202247191
434750,16972,13,2,0,0,8,0.16853932584269662
434750,7105,1,0,0,0,27,0.011235955056179775
434750,12394,2,0,0,0,27,0.02247191011235955
434750,3228,1,0,0,0,23,0.011235955056179775
434750,2771,3,0,0,0,25,0.033707865168539325
5220750,8943,1,0,0,0,6,0.011235955056179775
5220750,24196,1,0,0,0,6,0.011235955056179775
5220750,26483,1,0,0,0,11,0.011235955056179775
5220750,28438,33,2,1,0,2,0.39325842696629215
5220750,8689,27,5,0,0,11,0.3595505617977528
5220750,25933,3,0,0,0,2,0.033707865168539325
5220750,15817,1,0,0,0,11,0.011235955056179775
5220750,12977,1,0,0,0,2,0.011235955056179775
5220750,6080,1,0,0,0,11,0.011235955056179775
5254500,6672,1,0,0,0,19,0.011235955056179775
5254500,19993,2,0,0,0,4,0.02247191011235955
5254500,14020,2,0,0,0,5,0.02247191011235955
5254500,20411,1,0,0,0,29,0.011235955056179775
5254500,20300,1,0,0,0,14,0.011235955056179775
5254500,15934,1,0,0,0,15,0.011235955056179775
5254500,12352,1,0,0,0,22,0.011235955056179775
5254500,5310,3,0,0,0,24,0.033707865168539325
5254500,3423,3,0,0,0,10,0.033707865168539325
5254500,8494,1,0,0,0,23,0.011235955056179775
5254500,29465,1,0,0,0,22,0.011235955056179775
5254500,6908,1,0,0,0,11,0.011235955056179775
5254500,24907,1,0,0,0,2,0.011235955056179775
5254500,26576,1,0,0,0,14,0.011235955056179775
5254500,24869,1,0,0,0,1,0.011235955056179775
5254500,12055,1,0,0,0,27,0.011235955056179775
5254500,22043,6,1,0,0,25,0.07865168539325842
5254500,28391,2,0,0,0,16,0.02247191011235955
5254500,9665,1,0,0,0,6,0.011235955056179775
5254500,4336,5,1,0,0,1,0.06741573033707865
5254500,9312,1,0,0,0,3,0.011235955056179775
5254500,15637,1,0,0,0,24,0.011235955056179775
5254500,7208,1,0,0,0,2,0.011235955056179775
5254500,11176,1,0,0,0,16,0.011235955056179775
5254500,11196,1,0,0,0,5,0.011235955056179775
5254500,7432,1,0,0,0,1,0.011235955056179775
5254500,3555,1,0,0,0,16,0.011235955056179775
5254500,29147,1,0,0,0,2,0.011235955056179775
5254500,10878,1,0,0,0,30,0.011235955056179775
5254500,14138,1,0,0,0,10,0.011235955056179775
5254500,14531,3,0,0,0,11,0.033707865168539325
5254500,18697,1,0,0,0,22,0.011235955056179775
5254500,18937,1,0,0,0,16,0.011235955056179775
5254500,9450,1,0,0,0,7,0.011235955056179775
5254500,17592,1,0,0,0,20,0.011235955056179775
5254500,28975,3,0,0,0,24,0.033707865168539325
5254500,19501,1,0,0,0,27,0.011235955056179775
5254500,13153,3,0,0,0,5,0.033707865168539325
5254500,4238,3,0,0,0,3,0.033707865168539325
5254500,25770,1,0,0,0,27,0.011235955056179775
5254500,22246,1,0,0,0,24,0.011235955056179775
5254500,24026,1,0,0,0,2,0.011235955056179775
5254500,14643,2,0,0,0,11,0.02247191011235955
5254500,18072,4,1,0,0,14,0.056179775280898875
5254500,20641,1,0,0,0,13,0.011235955056179775
5254500,11396,1,0,0,0,11,0.011235955056179775
5254500,24955,2,0,0,0,21,0.02247191011235955
5254500,14533,3,0,0,0,7,0.033707865168539325
5254500,14995,1,0,0,0,11,0.011235955056179775
5254500,29084,1,0,0,0,16,0.011235955056179775
5254500,679,1,0,0,0,10,0.011235955056179775
5254500,7354,1,0,0,0,25,0.011235955056179775
5254500,17136,1,0,0,0,24,0.011235955056179775
5254500,26308,4,0,0,0,10,0.0449438202247191
5254500,21067,3,0,0,0,23,0.033707865168539325
5254500,11969,1,0,0,0,11,0.011235955056179775
5254500,7868,1,0,0,0,26,0.011235955056179775
5254500,3313,5,1,0,0,20,0.06741573033707865
