uid,bid,flag,click,buy,fav,cart,diff_day,normalization
1620500,5445,0,3,1,0,0,52,0.030534351145038167
1620500,5300,0,6,0,0,0,47,0.04580152671755725
1620500,5833,0,3,2,0,0,14,0.03816793893129771
1620500,21728,0,1,0,0,0,26,0.007633587786259542
1620500,5856,0,1,0,0,0,28,0.007633587786259542
4716750,25820,0,7,1,0,0,17,0.061068702290076333
4716750,29146,0,1,0,0,0,38,0.007633587786259542
4716750,27951,0,1,0,0,0,59,0.007633587786259542
4716750,14482,0,1,0,0,0,23,0.007633587786259542
4716750,25058,0,1,0,0,0,38,0.007633587786259542
4716750,21110,0,22,0,0,0,11,0.16793893129770993
4716750,26128,0,1,0,0,0,36,0.007633587786259542
4716750,22126,0,8,0,0,0,13,0.061068702290076333
4716750,25318,1,5,0,0,0,11,0.03816793893129771
4716750,2683,0,15,9,0,0,27,0.183206106870229
4716750,23283,0,5,0,0,0,30,0.03816793893129771
4716750,16787,0,3,0,0,0,30,0.022900763358778626
4716750,10373,0,1,0,0,0,30,0.007633587786259542
4716750,3075,0,2,0,0,0,30,0.015267175572519083
4716750,19913,0,1,0,0,0,30,0.007633587786259542
4716750,18599,0,1,0,0,0,14,0.007633587786259542
4716750,28992,0,1,0,0,0,37,0.007633587786259542
4844000,5197,0,1,0,0,0,6,0.007633587786259542
4844000,5086,0,20,0,0,0,58,0.15267175572519084
4844000,22382,0,1,0,0,0,57,0.007633587786259542
4844000,4396,0,1,0,0,0,51,0.007633587786259542
4844000,17606,0,1,0,0,0,15,0.007633587786259542
4844000,15934,0,19,2,0,0,30,0.16030534351145037
4844000,19813,0,8,0,0,0,31,0.061068702290076333
4844000,15400,0,1,0,0,0,32,0.007633587786259542
4844000,12220,0,35,0,0,0,15,0.26717557251908397
4844000,13737,0,5,0,0,0,58,0.03816793893129771
4844000,24503,0,1,0,0,0,42,0.007633587786259542
4844000,15637,0,2,0,0,0,58,0.015267175572519083
4844000,26394,0,1,0,0,0,58,0.007633587786259542
4844000,26806,0,13,0,0,0,24,0.09923664122137404
4844000,21869,0,1,0,0,0,37,0.007633587786259542
4844000,21110,0,4,0,0,0,1,0.030534351145038167
4844000,25483,0,5,0,0,0,31,0.03816793893129771
4844000,15138,0,1,0,0,0,26,0.007633587786259542
4844000,10014,0,1,0,0,0,48,0.007633587786259542
4844000,6840,0,1,0,0,0,15,0.007633587786259542
4844000,21841,0,3,0,0,0,57,0.022900763358778626
4844000,4949,0,4,0,0,0,58,0.030534351145038167
4844000,19416,0,4,0,0,0,43,0.030534351145038167
4844000,21983,0,12,1,0,0,57,0.09923664122137404
4844000,27625,0,5,0,0,0,58,0.03816793893129771
4844000,15874,0,1,0,0,0,57,0.007633587786259542
4844000,19514,0,6,0,0,0,57,0.04580152671755725
4844000,14065,0,1,0,0,0,60,0.007633587786259542
4844000,5950,0,1,0,0,0,50,0.007633587786259542
4844000,7203,0,4,0,0,0,58,0.030534351145038167
4844000,25372,0,1,0,0,0,37,0.007633587786259542
4844000,9549,0,5,0,0,0,58,0.03816793893129771
4844000,14020,0,2,0,0,0,15,0.015267175572519083
4844000,24196,0,21,3,0,0,15,0.183206106870229
4844000,13320,0,1,0,0,0,60,0.007633587786259542
4844000,12899,0,11,2,0,0,56,0.09923664122137404
5654000,10948,0,1,0,0,0,61,0.007633587786259542
5654000,25840,0,12,0,0,0,43,0.0916030534351145
5654000,22732,0,2,0,0,0,29,0.015267175572519083
5654000,5334,0,1,0,0,0,39,0.007633587786259542
5654000,13776,0,1,0,0,0,16,0.007633587786259542
5654000,22393,0,2,0,0,0,19,0.015267175572519083
5654000,7963,0,1,0,0,0,55,0.007633587786259542
5654000,10678,0,1,0,0,0,16,0.007633587786259542
5654000,14580,0,2,0,0,0,40,0.015267175572519083
5654000,22016,0,1,0,0,0,36,0.007633587786259542
5654000,3719,0,1,0,0,0,5,0.007633587786259542
5654000,6028,0,1,0,0,0,1,0.007633587786259542
5654000,27155,0,1,0,0,0,12,0.007633587786259542
5654000,4775,0,9,1,0,0,32,0.07633587786259542
5654000,2416,0,1,0,0,0,58,0.007633587786259542
5654000,11605,0,4,0,0,0,58,0.030534351145038167
5654000,3627,0,1,0,0,0,41,0.007633587786259542
5654000,15934,0,1,0,0,0,16,0.007633587786259542
5654000,28401,0,1,0,0,0,33,0.007633587786259542
5654000,4270,0,1,0,0,0,51,0.007633587786259542
5654000,13112,0,3,0,0,0,16,0.022900763358778626
5654000,8278,0,1,0,0,0,22,0.007633587786259542
5654000,29330,0,1,0,0,0,16,0.007633587786259542
5654000,2159,0,2,0,0,0,35,0.015267175572519083
5654000,11604,0,1,0,0,0,61,0.007633587786259542
5654000,14902,0,1,0,0,0,51,0.007633587786259542
5654000,29231,0,9,3,0,0,29,0.0916030534351145
5654000,1878,0,1,0,0,0,42,0.007633587786259542
5654000,27625,0,1,0,0,0,51,0.007633587786259542
5654000,217,0,1,0,0,0,20,0.007633587786259542
5654000,8511,0,2,0,0,0,42,0.015267175572519083
5654000,21110,0,1,0,0,0,20,0.007633587786259542
5654000,4926,0,1,0,0,0,58,0.007633587786259542
5654000,18697,0,2,0,0,0,36,0.015267175572519083
5654000,18771,0,1,0,0,0,5,0.007633587786259542
5654000,2655,0,1,0,0,0,41,0.007633587786259542
5654000,20751,0,1,0,0,0,58,0.007633587786259542
5654000,4571,0,5,0,0,0,35,0.03816793893129771
5654000,22034,0,1,0,0,0,20,0.007633587786259542
5654000,17926,0,2,1,0,0,6,0.022900763358778626
5654000,4300,0,2,1,0,0,31,0.022900763358778626
5654000,12886,0,1,0,0,0,1,0.007633587786259542
5654000,17087,0,1,0,0,0,41,0.007633587786259542
5654000,14922,0,1,0,0,0,42,0.007633587786259542
5654000,2257,0,1,0,0,0,33,0.007633587786259542
5654000,27446,0,7,0,0,0,58,0.05343511450381679
5654000,15617,0,1,0,0,0,50,0.007633587786259542
5654000,28803,0,1,0,0,0,58,0.007633587786259542
5654000,16939,0,0,1,0,0,53,0.007633587786259542
5654000,3458,0,1,0,0,0,49,0.007633587786259542
5735000,17218,0,1,0,0,0,26,0.007633587786259542
5735000,28791,0,1,0,0,0,6,0.007633587786259542
5735000,21838,0,1,0,0,0,27,0.007633587786259542
5735000,29490,0,1,0,0,0,25,0.007633587786259542
5735000,3627,0,1,0,0,0,10,0.007633587786259542
5735000,9162,0,1,0,0,0,47,0.007633587786259542
5735000,14407,0,1,0,0,0,21,0.007633587786259542
5735000,26959,0,1,0,0,0,56,0.007633587786259542
5735000,11767,0,1,0,0,0,35,0.007633587786259542
5735000,11280,0,4,0,0,0,8,0.030534351145038167
5735000,15450,0,1,0,0,0,26,0.007633587786259542
5735000,28621,0,1,0,0,0,30,0.007633587786259542
5735000,23549,0,3,0,0,0,5,0.022900763358778626
5735000,22390,0,1,0,0,0,44,0.007633587786259542
5735000,21110,0,3,0,0,0,10,0.022900763358778626
5735000,13592,0,1,0,0,0,50,0.007633587786259542
5735000,21503,0,2,0,0,0,6,0.015267175572519083
5735000,11951,0,1,0,0,0,10,0.007633587786259542
5735000,6461,0,1,0,0,0,39,0.007633587786259542
5735000,25407,0,1,0,0,0,26,0.007633587786259542
5735000,24073,0,2,0,0,0,36,0.015267175572519083
5735000,7188,0,1,0,0,0,10,0.007633587786259542
5735000,18632,0,1,0,0,0,45,0.007633587786259542
5735000,24385,0,1,0,0,0,39,0.007633587786259542
5735000,10673,0,1,0,0,0,8,0.007633587786259542
5735000,7868,0,10,0,0,0,1,0.07633587786259542
5735000,4381,0,1,0,0,0,6,0.007633587786259542
5735000,3941,0,1,0,0,0,54,0.007633587786259542
5735000,22280,0,1,0,0,0,43,0.007633587786259542
5735000,16500,0,2,0,0,0,25,0.015267175572519083
5735000,19381,0,1,0,0,0,6,0.007633587786259542
5735000,26050,0,1,0,0,0,11,0.007633587786259542
5735000,2198,0,1,0,0,0,25,0.007633587786259542
5735000,14014,0,1,0,0,0,50,0.007633587786259542
5735000,19891,0,1,0,0,0,10,0.007633587786259542
5735000,24015,0,1,0,0,0,1,0.007633587786259542
5735000,22393,0,1,0,0,0,18,0.007633587786259542
5735000,13749,0,1,0,0,0,37,0.007633587786259542
5735000,26404,0,1,0,0,0,26,0.007633587786259542
5735000,10726,0,1,0,0,0,18,0.007633587786259542
5735000,20585,0,1,0,0,0,39,0.007633587786259542
5735000,21186,0,1,0,0,0,18,0.007633587786259542
5735000,8535,0,2,0,0,0,6,0.015267175572519083
5735000,155,0,1,0,0,0,47,0.007633587786259542
5735000,2367,0,1,0,0,0,39,0.007633587786259542
5735000,11328,0,1,0,0,0,9,0.007633587786259542
5735000,13779,0,1,0,0,0,39,0.007633587786259542
5735000,22246,0,1,0,0,0,35,0.007633587786259542
5735000,3417,0,2,0,0,0,11,0.015267175572519083
5735000,2683,0,1,0,0,0,27,0.007633587786259542
5735000,24711,0,7,0,0,0,8,0.05343511450381679
5735000,17136,0,4,0,0,0,22,0.030534351145038167
5735000,2257,0,2,0,0,0,39,0.015267175572519083
5735000,11083,0,2,0,0,0,44,0.015267175572519083
5735000,9284,0,1,0,0,0,5,0.007633587786259542
5735000,11080,0,1,0,0,0,30,0.007633587786259542
5780000,21919,0,1,0,0,0,35,0.007633587786259542
5780000,13776,0,1,0,0,0,29,0.007633587786259542
5780000,19891,0,1,0,0,0,37,0.007633587786259542
5780000,15584,0,14,1,0,0,57,0.11450381679389313
5780000,5796,0,4,0,0,0,43,0.030534351145038167
5780000,7706,0,2,0,0,0,61,0.015267175572519083
5780000,10702,0,0,1,0,0,50,0.007633587786259542
5780000,15663,0,3,0,0,0,56,0.022900763358778626
5780000,3626,0,1,0,0,0,43,0.007633587786259542
5780000,26614,0,1,0,0,0,36,0.007633587786259542
5780000,26860,0,1,0,0,0,42,0.007633587786259542
5780000,28347,0,2,0,0,0,22,0.015267175572519083
5780000,4949,0,5,0,0,0,40,0.03816793893129771
5780000,19431,0,1,0,0,0,23,0.007633587786259542
5780000,18736,0,15,1,0,0,61,0.12213740458015267
5780000,26871,0,1,0,0,0,30,0.007633587786259542
5780000,26171,0,1,0,0,0,47,0.007633587786259542
5780000,10325,0,2,1,0,0,37,0.022900763358778626
5780000,18712,0,0,1,0,0,16,0.007633587786259542
5780000,25213,0,1,0,0,0,35,0.007633587786259542
5780000,23066,0,1,0,0,0,57,0.007633587786259542
5780000,20190,0,3,1,0,0,28,0.030534351145038167
5780000,7868,0,1,0,0,0,37,0.007633587786259542
5780000,5814,0,23,3,0,0,29,0.1984732824427481
5780000,4709,0,2,0,0,0,40,0.015267175572519083
5780000,24541,0,1,0,0,0,43,0.007633587786259542
5780000,17058,0,3,0,0,0,26,0.022900763358778626
5780000,911,0,1,0,0,0,43,0.007633587786259542
5780000,9846,0,1,0,0,0,44,0.007633587786259542
5780000,16460,0,0,0,1,0,35,0.0
5780000,10649,0,1,0,0,0,21,0.007633587786259542
5780000,4332,0,1,0,0,0,32,0.007633587786259542
5780000,19514,0,1,0,0,0,55,0.007633587786259542
5780000,15761,0,1,0,0,0,56,0.007633587786259542
5780000,155,0,4,1,0,0,20,0.03816793893129771
5780000,6331,0,1,0,0,0,61,0.007633587786259542
5780000,15021,0,3,1,0,0,41,0.030534351145038167
5780000,22012,0,1,0,0,0,22,0.007633587786259542
5780000,29330,0,1,0,0,0,20,0.007633587786259542
5780000,25352,0,2,0,0,0,61,0.015267175572519083
5780000,14261,0,6,1,0,0,30,0.05343511450381679
5780000,28342,0,2,0,0,0,33,0.015267175572519083
5780000,28484,0,1,0,0,0,27,0.007633587786259542
5780000,26378,0,1,0,0,0,33,0.007633587786259542
5780000,13734,0,9,1,0,0,35,0.07633587786259542
5780000,17214,1,9,1,0,0,24,0.07633587786259542
5780000,21482,0,1,0,0,0,32,0.007633587786259542
5780000,1666,0,2,0,0,0,17,0.015267175572519083
5780000,27448,0,1,0,0,0,22,0.007633587786259542
5780000,17060,0,3,0,0,0,23,0.022900763358778626
5780000,17013,0,1,0,0,0,40,0.007633587786259542
5780000,25792,0,1,0,0,0,56,0.007633587786259542
5780000,10176,0,1,0,0,0,30,0.007633587786259542
5780000,25651,0,2,1,0,0,32,0.022900763358778626
5780000,20979,0,10,1,0,0,35,0.08396946564885496
5780000,7927,0,1,0,0,0,44,0.007633587786259542
5780000,12512,0,2,0,0,0,30,0.015267175572519083
5780000,27821,0,4,0,0,0,40,0.030534351145038167
5780000,25142,0,4,0,0,0,22,0.030534351145038167
5780000,15534,0,1,1,0,0,17,0.015267175572519083
5780000,19829,0,2,0,0,0,30,0.015267175572519083
5780000,10014,0,3,1,0,0,31,0.030534351145038167
5780000,18213,0,2,0,0,0,31,0.015267175572519083
5780000,21336,0,15,4,2,0,38,0.1450381679389313
5780000,13285,0,1,0,0,0,23,0.007633587786259542
5780000,26665,0,1,0,0,0,37,0.007633587786259542
5780000,17061,0,0,1,0,0,49,0.007633587786259542
5780000,7061,0,14,2,0,0,58,0.12213740458015267
5780000,22313,0,3,2,1,0,13,0.03816793893129771
5780000,230,0,1,0,0,0,33,0.007633587786259542
5780000,22556,0,3,1,0,0,41,0.030534351145038167
5780000,8842,0,1,1,0,0,21,0.015267175572519083
5780000,4411,0,11,1,0,0,41,0.0916030534351145
5780000,9111,0,3,1,0,0,32,0.030534351145038167
5780000,19458,0,1,1,0,0,57,0.015267175572519083
5780000,23628,0,4,0,0,0,40,0.030534351145038167
5780000,22168,0,1,0,0,0,57,0.007633587786259542
5780000,29204,0,7,0,0,0,23,0.05343511450381679
5780000,14894,0,1,0,0,0,32,0.007633587786259542
5780000,12209,0,3,1,0,0,22,0.030534351145038167
5780000,22836,0,2,0,0,0,40,0.015267175572519083
5780000,11328,0,4,1,0,0,38,0.03816793893129771
5780000,27514,0,1,0,0,0,40,0.007633587786259542
5780000,26583,0,3,1,0,0,33,0.030534351145038167
5780000,23520,0,2,0,0,0,55,0.015267175572519083
5780000,6357,0,1,0,0,0,61,0.007633587786259542
5780000,14917,0,0,1,0,0,26,0.007633587786259542
5780000,7037,1,2,0,0,0,21,0.015267175572519083
5780000,2128,0,4,1,0,0,58,0.03816793893129771
5780000,5912,0,7,1,0,0,58,0.061068702290076333
5780000,8313,0,13,0,0,0,58,0.09923664122137404
5780000,22505,0,1,0,0,0,40,0.007633587786259542
5780000,28410,0,1,0,0,0,42,0.007633587786259542
5780000,7071,0,1,1,0,0,40,0.015267175572519083
5780000,2291,0,0,1,0,0,34,0.007633587786259542
5780000,8296,0,1,0,0,0,37,0.007633587786259542
5780000,3627,0,1,0,0,0,58,0.007633587786259542
5780000,27955,0,4,1,0,0,33,0.03816793893129771
5780000,26523,0,0,1,0,0,34,0.007633587786259542
5780000,3462,0,6,0,0,0,40,0.04580152671755725
5780000,22489,0,1,0,0,0,28,0.007633587786259542
5780000,26789,0,3,1,0,0,58,0.030534351145038167
5780000,10680,0,2,0,0,0,20,0.015267175572519083
5780000,20255,0,1,0,0,0,44,0.007633587786259542
5780000,29095,0,1,0,0,0,47,0.007633587786259542
5780000,27927,0,2,0,0,0,37,0.015267175572519083
5780000,19421,0,9,1,0,0,29,0.07633587786259542
5780000,2160,0,1,0,0,0,40,0.007633587786259542
5780000,24537,0,2,0,0,0,33,0.015267175572519083
5780000,5661,0,4,0,0,0,26,0.030534351145038167
5780000,12259,0,2,0,0,0,61,0.015267175572519083
5780000,4039,0,1,0,0,0,32,0.007633587786259542
5780000,21979,1,3,0,0,0,58,0.022900763358778626
5780000,26160,0,0,1,0,0,49,0.007633587786259542
5780000,1000,0,1,0,0,0,28,0.007633587786259542
5780000,28924,0,2,0,0,0,61,0.015267175572519083
5780000,17921,0,1,0,0,0,26,0.007633587786259542
5780000,4172,0,1,0,0,0,17,0.007633587786259542
5780000,14065,0,3,1,0,0,40,0.030534351145038167
5780000,20207,0,3,0,0,0,58,0.022900763358778626
5780000,7856,0,9,1,0,0,42,0.07633587786259542
5780000,8719,0,2,0,0,0,32,0.015267175572519083
5780000,4047,0,3,0,0,0,22,0.022900763358778626
5780000,22380,0,3,0,0,0,57,0.022900763358778626
5780000,7004,0,2,0,0,0,37,0.015267175572519083
5780000,23214,0,1,0,0,0,57,0.007633587786259542
5780000,6665,0,2,0,0,0,40,0.015267175572519083
5780000,23192,0,1,0,0,0,58,0.007633587786259542
5780000,15661,0,1,0,0,0,32,0.007633587786259542
5780000,25793,0,1,0,0,0,40,0.007633587786259542
5780000,7059,0,2,1,0,0,42,0.022900763358778626
5780000,12285,0,1,0,0,0,44,0.007633587786259542
5780000,22529,0,8,4,0,0,58,0.0916030534351145
5780000,17959,0,9,2,0,1,24,0.0916030534351145
5780000,13039,0,1,0,0,0,28,0.007633587786259542
5780000,14226,0,1,0,0,0,37,0.007633587786259542
5780000,15315,0,5,1,0,0,26,0.04580152671755725
5780000,15811,0,75,4,0,0,55,0.6030534351145038
5780000,23782,0,2,0,0,0,33,0.015267175572519083
5780000,1222,0,1,0,0,0,22,0.007633587786259542
5780000,11687,0,1,0,0,0,41,0.007633587786259542
5780000,20896,0,3,0,0,0,37,0.022900763358778626
5780000,1335,0,1,0,0,0,43,0.007633587786259542
5780000,4807,0,4,1,0,0,29,0.03816793893129771
5780000,17446,0,1,0,0,0,30,0.007633587786259542
5780000,25510,0,7,1,0,0,31,0.061068702290076333
5780000,7045,0,1,0,0,0,35,0.007633587786259542
5780000,11524,0,5,1,0,0,40,0.04580152671755725
5780000,23928,0,6,1,0,0,40,0.05343511450381679
5780000,2270,0,1,0,0,0,22,0.007633587786259542
5780000,11080,0,7,0,0,0,22,0.05343511450381679
5780000,27050,0,1,0,0,0,37,0.007633587786259542
5780000,6080,0,1,0,0,0,40,0.007633587786259542
5780000,14794,0,2,0,0,0,47,0.015267175572519083
5780000,3740,0,3,0,0,0,55,0.022900763358778626
5780000,9242,0,1,0,0,0,45,0.007633587786259542
5780000,6242,0,2,0,0,0,43,0.015267175572519083
5780000,7304,0,1,0,0,0,35,0.007633587786259542
5780000,9563,0,1,0,0,0,40,0.007633587786259542
5780000,15915,0,2,0,0,0,56,0.015267175572519083
5780000,18306,0,2,0,0,0,44,0.015267175572519083
5780000,11664,0,5,0,0,0,55,0.03816793893129771
5780000,10481,0,1,0,0,0,47,0.007633587786259542
5780000,26493,0,7,0,0,0,32,0.05343511450381679
5780000,2257,0,1,0,0,0,41,0.007633587786259542
6061250,663,0,1,0,0,0,31,0.007633587786259542
6061250,24554,0,4,0,0,0,9,0.030534351145038167
6061250,15934,0,1,0,0,0,2,0.007633587786259542
6061250,8234,0,1,0,0,0,43,0.007633587786259542
6061250,10893,0,6,2,0,0,47,0.061068702290076333
6061250,18730,0,1,0,0,0,11,0.007633587786259542
6061250,21110,0,1,0,0,0,55,0.007633587786259542
6061250,17117,0,15,0,0,0,51,0.11450381679389313
6061250,15315,0,1,0,0,0,26,0.007633587786259542
